game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,comp_raw,comp_reliability,comp_z,comp_pctile,comp_tier
823274,2026-07-12,Toronto Blue Jays @ San Diego Padres,away,Kevin Gausman,San Diego Padres,9,0.306,0.315,0.318,0.303,-0.015,0.241,0.247,0.245,0.243,-0.002,0.408,0.394,0.4,0.402,0.002,40.1,42.231,39.419,42.961,3.542,88.9,89.364,88.958,89.306,0.348,15.1,8.654,13.939,9.815,-4.124,24.3,20.516,22.101,22.557,0.456,6.5,8.528,8.978,6.174,-2.804,-0.053,0.837,-0.045,13.0,negligible
823274,2026-07-12,Toronto Blue Jays @ San Diego Padres,home,Germán Márquez,Toronto Blue Jays,9,0.361,0.302,0.318,0.343,0.025,0.265,0.25,0.245,0.27,0.025,0.473,0.372,0.4,0.44,0.04,44.1,34.02,39.419,38.06,-1.359,89.2,87.591,88.958,87.833,-1.125,19.5,13.385,13.939,18.946,5.007,14.9,17.64,22.101,11.892,-10.209,11.2,7.434,8.978,9.274,0.296,0.519,0.663,0.344,57.0,negligible
823358,2026-07-12,Milwaukee Brewers @ Pittsburgh Pirates,away,Robert Gasser,Pittsburgh Pirates,9,0.289,0.323,0.318,0.294,-0.024,0.214,0.251,0.245,0.219,-0.026,0.361,0.4,0.4,0.361,-0.039,29.6,40.288,39.419,30.253,-9.166,86.3,88.59,88.958,85.932,-3.026,22.2,11.155,13.939,19.416,5.477,21.9,22.181,22.101,21.979,-0.122,7.7,9.083,8.978,7.79,-1.188,-0.689,0.676,-0.466,77.0,slight
823358,2026-07-12,Milwaukee Brewers @ Pittsburgh Pirates,home,Paul Skenes,Milwaukee Brewers,9,0.259,0.331,0.318,0.27,-0.048,0.204,0.252,0.245,0.21,-0.035,0.321,0.421,0.4,0.338,-0.062,37.6,41.915,39.419,39.981,0.562,87.9,90.007,88.958,88.949,-0.009,15.8,9.14,13.939,11.001,-2.938,29.3,20.888,22.101,27.692,5.591,5.5,10.532,8.978,6.452,-2.526,-0.758,0.816,-0.618,90.0,slight
823602,2026-07-12,Boston Red Sox @ New York Mets,away,Payton Tolle,New York Mets,9,0.274,0.343,0.318,0.296,-0.022,0.213,0.27,0.245,0.235,-0.01,0.34,0.449,0.4,0.382,-0.018,34.1,43.597,39.419,37.714,-1.705,87.5,90.253,88.958,88.795,-0.163,19.3,11.106,13.939,16.467,2.528,24.5,20.301,22.101,22.505,0.404,7.4,8.77,8.978,7.229,-1.749,-0.317,0.786,-0.249,47.0,negligible
823602,2026-07-12,Boston Red Sox @ New York Mets,home,Zach Thornton,Boston Red Sox,9,0.356,0.303,0.318,0.339,0.021,0.282,0.242,0.245,0.279,0.034,0.491,0.375,0.4,0.46,0.06,51.7,36.407,39.419,47.75,8.331,92.1,88.009,88.958,91.151,2.193,11.5,13.359,13.939,10.92,-3.019,23.8,20.777,22.101,22.374,0.273,7.1,7.52,8.978,5.947,-3.031,0.653,0.326,0.213,43.0,negligible
823681,2026-07-12,Los Angeles Angels @ Minnesota Twins,away,José Soriano,Minnesota Twins,9,0.32,0.313,0.318,0.315,-0.003,0.238,0.242,0.245,0.235,-0.01,0.38,0.385,0.4,0.366,-0.034,37.0,36.601,39.419,34.355,-5.064,88.3,88.51,88.958,87.852,-1.106,6.5,15.241,13.939,7.802,-6.137,25.8,20.036,22.101,23.389,1.288,11.4,8.856,8.978,11.245,2.267,-0.322,0.821,-0.264,50.0,negligible
823681,2026-07-12,Los Angeles Angels @ Minnesota Twins,home,Taj Bradley,Los Angeles Angels,9,0.302,0.32,0.318,0.304,-0.014,0.222,0.24,0.245,0.217,-0.028,0.378,0.414,0.4,0.391,-0.009,45.8,40.518,39.419,47.077,7.658,91.6,88.848,88.958,91.49,2.532,16.6,15.876,13.939,18.537,4.598,27.8,24.296,22.101,30.561,8.46,9.4,8.122,8.978,8.504,-0.474,-0.074,0.807,-0.06,20.0,negligible
823842,2026-07-12,Cleveland Guardians @ Miami Marlins,away,Joey Cantillo,Miami Marlins,9,0.313,0.322,0.318,0.317,-0.001,0.233,0.258,0.245,0.245,0.0,0.377,0.395,0.4,0.372,-0.028,36.5,37.826,39.419,35.025,-4.394,87.3,88.421,88.958,86.763,-2.195,11.9,12.273,13.939,10.234,-3.705,23.5,16.419,22.101,17.458,-4.643,11.5,8.96,8.978,11.477,2.499,-0.176,0.814,-0.143,33.0,negligible
823842,2026-07-12,Cleveland Guardians @ Miami Marlins,home,Tyler Phillips,Cleveland Guardians,9,0.337,0.303,0.318,0.321,0.003,0.262,0.233,0.245,0.249,0.004,0.417,0.353,0.4,0.368,-0.032,44.2,33.477,39.419,37.537,-1.882,90.1,87.605,88.958,88.747,-0.211,10.0,15.235,13.939,11.296,-2.643,17.3,20.675,22.101,16.184,-5.917,10.7,10.577,8.978,12.606,3.628,0.038,0.79,0.03,7.0,negligible
823925,2026-07-12,Arizona Diamondbacks @ Los Angeles Dodgers,away,Mitch Bratt,Los Angeles Dodgers,9,0.28,0.353,0.318,0.311,-0.007,0.216,0.267,0.245,0.235,-0.01,0.253,0.458,0.4,0.29,-0.11,50.0,43.926,39.419,55.717,16.298,87.9,90.245,88.958,89.187,0.229,7.4,15.246,13.939,8.707,-5.232,23.1,20.882,22.101,21.826,-0.275,15.4,10.78,8.978,18.491,9.513,0.024,0.118,0.003,3.0,negligible
823925,2026-07-12,Arizona Diamondbacks @ Los Angeles Dodgers,home,Emmet Sheehan,Arizona Diamondbacks,9,0.308,0.325,0.318,0.315,-0.003,0.23,0.258,0.245,0.242,-0.003,0.399,0.398,0.4,0.397,-0.003,38.5,37.053,39.419,36.189,-3.23,89.2,88.299,88.958,88.541,-0.417,20.9,13.371,13.939,20.332,6.393,26.1,16.716,22.101,19.741,-2.36,7.6,9.167,8.978,7.76,-1.218,-0.071,0.78,-0.056,17.0,negligible
824250,2026-07-12,Philadelphia Phillies @ Detroit Tigers,away,Zack Wheeler,Detroit Tigers,9,0.257,0.333,0.318,0.269,-0.049,0.203,0.252,0.245,0.209,-0.036,0.319,0.43,0.4,0.343,-0.057,36.2,40.761,39.419,37.432,-1.987,86.7,88.89,88.958,86.632,-2.326,13.4,17.798,13.939,17.259,3.32,29.4,21.808,22.101,29.01,6.909,6.0,9.476,8.978,6.333,-2.645,-0.958,0.78,-0.748,93.0,slight
824250,2026-07-12,Philadelphia Phillies @ Detroit Tigers,home,Tarik Skubal,Philadelphia Phillies,9,0.279,0.325,0.318,0.285,-0.033,0.239,0.258,0.245,0.252,0.007,0.364,0.418,0.4,0.38,-0.02,38.0,42.059,39.419,40.545,1.126,88.2,89.499,88.958,88.741,-0.217,9.7,11.745,13.939,7.506,-6.433,30.4,21.603,22.101,29.715,7.614,3.6,8.041,8.978,3.224,-5.754,-0.548,0.749,-0.411,63.0,slight
824491,2026-07-12,Chicago Cubs @ Cincinnati Reds,away,Matthew Boyd,Cincinnati Reds,9,0.329,0.33,0.318,0.341,0.023,0.258,0.242,0.245,0.255,0.01,0.434,0.424,0.4,0.46,0.06,50.0,40.395,39.419,51.238,11.819,90.3,90.125,88.958,91.467,2.509,13.0,16.49,13.939,15.551,1.612,26.2,24.439,22.101,28.972,6.871,7.1,10.219,8.978,8.081,-0.897,0.601,0.647,0.389,60.0,negligible
824491,2026-07-12,Chicago Cubs @ Cincinnati Reds,home,Andrew Abbott,Chicago Cubs,9,0.336,0.327,0.318,0.346,0.028,0.26,0.244,0.245,0.259,0.014,0.431,0.403,0.4,0.434,0.034,39.3,39.677,39.419,39.557,0.138,89.9,88.682,88.958,89.624,0.666,16.7,16.124,13.939,18.885,4.946,18.5,20.713,22.101,17.338,-4.763,10.3,11.185,8.978,12.832,3.854,0.517,0.838,0.433,70.0,slight
824574,2026-07-12,Athletics @ Chicago White Sox,away,J.T. Ginn,Chicago White Sox,9,0.312,0.339,0.318,0.333,0.015,0.238,0.256,0.245,0.249,0.004,0.37,0.438,0.4,0.405,0.005,34.7,41.882,39.419,36.868,-2.551,87.0,89.192,88.958,87.234,-1.724,9.7,14.566,13.939,10.327,-3.612,20.9,22.067,22.101,20.868,-1.233,10.5,9.099,8.978,10.642,1.664,0.047,0.822,0.038,10.0,negligible
824574,2026-07-12,Athletics @ Chicago White Sox,home,Noah Schultz,Athletics,9,0.372,0.318,0.318,0.372,0.054,0.258,0.253,0.245,0.266,0.021,0.466,0.4,0.4,0.466,0.066,37.6,38.882,39.419,37.088,-2.331,88.6,88.676,88.958,88.318,-0.64,18.1,11.441,13.939,15.602,1.663,20.5,18.59,22.101,17.243,-4.858,13.8,8.505,8.978,13.073,4.095,0.736,0.689,0.507,80.0,slight
824814,2026-07-12,Kansas City Royals @ Baltimore Orioles,away,Seth Lugo,Baltimore Orioles,9,0.355,0.332,0.318,0.371,0.053,0.282,0.251,0.245,0.289,0.044,0.487,0.421,0.4,0.513,0.113,42.9,43.763,39.419,47.628,8.209,90.5,90.314,88.958,91.856,2.898,15.2,13.802,13.939,15.063,1.124,18.6,23.49,22.101,19.769,-2.332,7.4,10.386,8.978,8.561,-0.417,1.202,0.841,1.01,100.0,notable
824814,2026-07-12,Kansas City Royals @ Baltimore Orioles,home,Shane Baz,Kansas City Royals,9,0.328,0.326,0.318,0.336,0.018,0.261,0.253,0.245,0.27,0.025,0.414,0.417,0.4,0.432,0.032,41.2,44.114,39.419,46.107,6.688,90.2,90.32,88.958,91.562,2.604,13.9,16.506,13.939,16.467,2.528,19.6,20.841,22.101,18.483,-3.618,9.1,8.855,8.978,8.975,-0.003,0.63,0.844,0.532,83.0,slight
